node,timestamp,split,query,summary
0,1662588902.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""work"", 0.6826330460623401], [""want"", 0.46559307521546583], [""countri"", 0.42738576968029734], [""need"", 0.26513805696079734], [""get"", 0.25353190600176806]]","They won’t be getting any turn up your thermostat texts. Truss says she wants working people to hold on to more of their own hard earned money, whilst happy to load the cost of energy on those same people for the next two decades. Is that not a contradiction?"
0,1662588904.0,"['hour', 'take', 'spent', 'time', 'year', 'last', 'offic']","[[""time"", 0.6572689563179205], [""year"", 0.65722774724137], [""offic"", 0.3688484882940225]]","More impressive than lifting the fracking ban, Liz Truss will announce she’s invented a time machine to go three years into the future to get the gas we need from it now. This is quite a chilling vision of what's to come over the next couple of years...."
0,1662588904.0,"['sign', 'fund', 'govern', 'send', 'bill', 'pass']","[[""bill"", 0.5148214285192436], [""petit"", 0.470899564110426], [""degre"", 0.43836995529236633], [""add"", 0.4279019369381825], [""sign"", 0.3714084165976]]","Liz Truss' fake ""energy price freeze"" would leave you with years of higher bills. But oil gas firms will keep the billions they're making in profits. Tomorrow in Parliament I'm presenting a petition signed by over 60,000 people to make them hand over all their excess profits."
0,1662588905.0,"['polici', 'cooper', 'administr', 'address', 'climat', 'plan', 'immigr', 'execut', 'day']","[[""unveil"", 0.679118367992099], [""set"", 0.6135467019132625], [""plan"", 0.4029375718732445]]","Truss set to announce ‘bold’ plan to guard against spiralling bills. Liz Truss set to unveil plans to cut energy bills for millions - -The government could borrow £100bn to cap the typical household energy bill at around £2,500 a year."
0,1662588905.0,['*'],"[[""starmer"", 0.5332063078715725], [""queen"", 0.41751386619140923], [""fuck"", 0.4039417054269537], [""tori"", 0.3756479513847747], [""liz"", 0.22709957063286793], [""correct"", 0.22709957063286793], [""impress"", 0.20645830703209803], [""truss"", 0.18913824190869352], [""water"", 0.17359335415974655], [""sens"", 0.1594099443400113]]","Right everybody after 3. 1 2 3. Clear blue water. lol. Not talking about our water ways thats for sure.. Liz Truss basically told us all we can go fuck ourselves, because the energy suppliers will continue to make the same profits."
0,1662588908.0,"['cabinet', 'nomine', 'invok', 'announc', 'week', 'new']","[[""new"", 1.0]]","“Liz Truss’ new cabinet has been praised, by fuckwits for being a diverse group of people.” 👏🏽👏🏽👏🏽. Putin also said the new leadership will pursue policies set by the ""ruling elites”. Read now:."
1,1662590108.0,['*'],"[[""ye"", 0.6230265626751961], [""pmq"", 0.3374504397269408], [""bori"", 0.33353054870609256], [""never"", 0.33345731261647676], [""johnson"", 0.3054653180413787], [""hislop"", 0.3034989171316661], [""piec"", 0.30018001839799346]]","Liz Truss is a step down from Boris Johnson I don't know how that was possible. Ian Hislop dismantles Liz Truss, piece by piece | Interview via YouTube. Jeez. If you think Boris Johnson bull****ed his way through #PMQs buckle up!."
1,1662590524.0,"['work', 'want', 'countri', 'congratul', 'peac', 'get', 'need', 'mani']","[[""ban"", 0.5092899553881725], [""frack"", 0.5004272652003181], [""compani"", 0.42403945383629266], [""scrap"", 0.39570061396307754], [""profit"", 0.39218345105869273]]",So she will hand tax payers money to energy companies to profit then make us pay it back. And instead of pushing for renewable she wants yo ho for fracking. They have made £170 billion in profit and won’t be taxed while working people suffer wtf 🤬.
2,1662615643.0,['*'],"[[""scotland"", 0.5694593168866161], [""impact"", 0.3762431682648248], [""immedi"", 0.36962446893353934], [""theycom"", 0.36669111341144084], [""good"", 0.33448081396942125], [""coffey"", 0.28472911468229384], [""sheer"", 0.26481023468578896]]","The Papers: Truss's 'energy gamble' and 'heir they come'. Good!. Truss and Coffey.. Liz Truss keeps EU guessing with ‘good cop, bad cop’ Brexit routine – POLITICO. Scotland's finest.. Why Prime Minister Liz Truss is a cause for sheer dread #Scotland.. Truss has immediate impact…."
3,1662616685.0,['*'],"[[""comment"", 0.6275492660448829], [""detect"", 0.3484819528504904], [""point"", 0.3276784302394051], [""descript"", 0.20433088184408024], [""joke"", 0.18767209031946383], [""thread"", 0.176212988480005], [""scotland"", 0.17190435764409515], [""one"", 0.16936735701619032], [""nincompoop"", 0.15652670394942858], [""god"", 0.15652670394942858], [""transpar"", 0.15652670394942858], [""gambl"", 0.15506809535085977], [""shame"", 0.15157897840180734], [""write"", 0.1508967940562045], [""water"", 0.15079685763090228], [""bit"", 0.15063868884625947], [""weird"", 0.1496130554767078]]",Scots' budget emergency and Truss 'energy gamble' are among the stories making the front pages in Scotland.. I rarely agree with Emily Thornberry but her comments here are so true.. There's only one possible response to this thread.. Eat the rich 🍿.
