node,timestamp,split,query,summary
0,1623438065.0,None,"[[""car"", 1.0]]",Why did they use Insigne’s car to bring the ball on the pitch? Why not have a real car take the ball to the centre? #TURITA. That car must be brought into the premiership -the car presentation of the ball was brilliant 👏🏽👏🏽#TURITA.
1,1623439107.0,None,"[[""insign"", 0.8907402239411254], [""score"", 0.45451276489589787]]","That’s Insigne’s bread and butter, he should’ve scored. That should have been a goal INSIGNE! Insigne should be scoring that. 😌. ⚯͛ Emma Lou △⃒⃘ 🇮🇹 can hear you screaming at Insigne to score then😹. Insigne you fraud, robbed me of Berardi assist points ffs."
2,1623439336.0,None,"[[""save"", 0.8493723124687997], [""barella"", 0.5277941595086132]]","Heavily impressed with Barella Berardi so far. Barella in particular, great player. Chiellini forces a save off a corner! What a piece of play! Lovely header and an even better save #Ita #Tur. Contender for save of the tournament that! What a save!! EURO 2020 #TURITA."
3,1623439496.0,None,"[[""cakir"", 1.0]]",What a save Cakir😳. WHAT A SAVE! Cakir denies Chiellini’s header from the corner by tipping it over the bar.. #ITA 0-0 #TUR. Cakir is some goalkeeper. Be surprised if he doesn’t get a big move this summer. Saved a penalty v Holland not too long ago I think too #TUR.
4,1623440029.0,None,"[[""score"", 0.8295663898648721], [""immobil"", 0.5584080988010138]]",HURRY UP AND SCORE IMMOBILE!!!!!!. I NEED POINTS!!!!!!!! Immobile is 100% scoring today. How have Italy not scored? #TURITA. He hasn’t scored yet but you can tell Immobile is the class of this game. A step above everyone else. FFS IMMOBILE I NEED YOU TO SCORE THAT HEADER.
5,1623440674.0,None,"[[""hand"", 0.6096079520693675], [""dive"", 0.6018597019320433], [""jorginho"", 0.5158905348657442]]","Yilmaz what a pathetic dive that was, why has he not been booked? That wasn’t a ‘poor dive’. That was a top class effort. #TUR. Thats the most typical Jorginho pass and I love it. Spinazzola took like 3 minutes to get back into the game after not getting the hand ball #ITA."
6,1623440780.0,None,"[[""handbal"", 0.6543512583617535], [""pen"", 0.4364203292173064], [""var"", 0.4014440783513346], [""ref"", 0.29471213066765817], [""dread"", 0.21483792268412796], [""penalti"", 0.20949759734382642], [""jorginho"", 0.15014938649941229], [""worst"", 0.1440823526251807]]","That's a handball for sure lmao give it to Jorginho pls. Should be a booking for Yilmaz, only way to stop folk diving. And that’s a pen for Italy for handball imo. What is a hand ball? Because clearly, this ref doesn’t know. #Ita Euro 2021."
7,1623440891.0,None,"[[""take"", 0.6717901058014395], [""handbal"", 0.532627861643471], [""bloodi"", 0.5147869605461995]]",#ITA 👏 TAKE 👏 YOUR 👏BLOODY 👏 CHANCES 👏. Take Manuel off and bring on Pessina Italy ⭐️⭐️⭐️⭐️. If I was #ITA I would simply take the lead of this game already. Mourinho go take Spinazzola worry waaaaa. Turkey players are playing handball 😂. #ITATUR.
8,1623441019.0,None,"[[""pre"", 1.0]]",All the pre-match talk about Locatelli and Barella in Italy’s midfield just for Jorginho to be the best player on the park.
9,1623441128.0,None,"[[""need"", 1.0]]",Yeahh locatelli is needed for our mid. Need Yilmaz 90th min overhead kick. Need jorginho to just headbutt some cunt in the chest EUROS 2020 Euro 2021. Need Immobile to score for a bet and he turns to shit. Thought this guy was meant to be good. Chiesa needed.
10,1623441783.0,None,"[[""sub"", 1.0]]",Wonder if the subs will be taken on the pitch by the remote control car 😂 #TURITA EURO 2020. Florenzi rightly subbed off. 99 pace under is coming on. Good sub.#ITATUR. Why is Di Lorenzo subbed in. Yazici (TUR) and Florenzi (ITA) both subbed at HT Euro Fantasy.
11,1623441917.0,None,"[[""offsid"", 0.9433223971073732], [""corner"", 0.33187777134903046]]",Berardi absolute clown. How can you be offside there 😂. Getting the dumbest offside of the tournament out of the way early EURO 2020 #TURITA. Since when has it been possible to be offside from a corner? #ITATUR. You can’t be offside from a corner! euro 2020 #ITA.
12,1623442222.0,None,"[[""demir"", 0.8149599704431477], [""goal"", 0.38076483968598057], [""take"", 0.26863802780819745], [""cross"", 0.18321917497771562], [""lead"", 0.16980419853027665], [""merih"", 0.1308431363380812], [""defend"", 0.10958019814105799], [""itatur"", 0.08321987432485192], [""locatelli"", 0.06946425249976684], [""final"", 0.06829250206648321], [""berardi"", 0.06330789887333964], [""player"", 0.058726555098450005], [""break"", 0.057359579410130423]]",Demiral og lmfaoooo the arm whacked the ball to the goal 😭😭😭. Demiral own goal 🙈 hit him right in the chest. A Juventus player scores the first goal of the tournament lets gooo 👏👏 grande demiral. What a shit cross😭😭 insigne wasn’t even getting to that ever.
13,1623442407.0,None,"[[""initali"", 0.6657380152334353], [""deflect"", 0.5814342859574434], [""strike"", 0.41258745296360033], [""merih"", 0.17531954863490712], [""goal"", 0.13327308696681936]]","NOW WE JUST NEED AN IMMOBILE GOAL AND WE HOLD. The first goal in EURO 2020 is an own goal from not so Merih Demiral. Italy lead. Insigne cuts in and tries to curl one, this time it takes a deflection over. 0-1 (57) Berardi's cross deflects in—Italy strike first at EURO 2020."
